"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 29 12:16:19 GMT 2023","Sat Jul 29 12:16:20 GMT 2023","904","","junit.SelenideTest","","junit.SelenideTest","selenideSiteShouldHaveAllButtonsGivenLocale","selenideSiteShouldHaveAllButtonsGivenLocale(Locale, List) Для локали RU, отображаются кнопки [С чего начать?, Док, ЧАВО, Блог, Javadoc, Пользователи, Отзывы]",""
"failed","Sat Jul 29 12:16:30 GMT 2023","Sat Jul 29 12:16:34 GMT 2023","4847","","junit.SimpleJUnitTest","","junit.SimpleJUnitTest","testThatGoogleGetCorrectSearchResult","testThatGoogleGetCorrectSearchResult(String) Проверить, что Google выдает результат поиска по значению поиска Habr",""
"passed","Sat Jul 29 12:17:13 GMT 2023","Sat Jul 29 12:17:13 GMT 2023","14","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","xlsResourceFileTest","xlsResourceFileTest()",""
"failed","Sat Jul 29 12:16:49 GMT 2023","Sat Jul 29 12:16:53 GMT 2023","4736","","junit.SimpleJUnitTest","","junit.SimpleJUnitTest","testThatGoogleGetCorrectSearchResult","testThatGoogleGetCorrectSearchResult(String, String) Проверить, что Google выдает корректный результат поиска https://junit.org по значению поиска JUnit",""
"passed","Sat Jul 29 12:15:53 GMT 2023","Sat Jul 29 12:15:55 GMT 2023","1470","","demoqa.ParametrizedLoginFormTest","","demoqa.ParametrizedLoginFormTest","testThatEmptyFieldIsAlarm","Проверить, что регистрация не осуществляется если не заполнен логин/пароль [1] null, correctPass",""
"passed","Sat Jul 29 12:17:04 GMT 2023","Sat Jul 29 12:17:06 GMT 2023","1703","","practiceWithFiles.SelenideFilesTest","","practiceWithFiles.SelenideFilesTest","testSelenideUploadFilesTest","testSelenideUploadFilesTest()",""
"failed","Sat Jul 29 12:16:39 GMT 2023","Sat Jul 29 12:16:44 GMT 2023","4713","","junit.SimpleJUnitTest","","junit.SimpleJUnitTest","testThatGoogleGetCorrectSearchResult","testThatGoogleGetCorrectSearchResult(String, String) Проверить, что Google выдает корректный результат поиска https://habr.com по значению поиска Habr",""
"passed","Sat Jul 29 12:17:11 GMT 2023","Sat Jul 29 12:17:13 GMT 2023","1674","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","xlsDownloadedFileTest","xlsDownloadedFileTest()",""
"passed","Sat Jul 29 12:16:01 GMT 2023","Sat Jul 29 12:16:04 GMT 2023","3580","","demoqa.PracticeFormTest","","demoqa.PracticeFormTest","testThatPracticeFormSubmitSuccess","Заполнение формы automation-practice-form корректными данными",""
"passed","Sat Jul 29 12:15:42 GMT 2023","Sat Jul 29 12:15:44 GMT 2023","1423","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","Проверить, что выбранное значение отображается в списке результатов [6] Classified",""
"passed","Sat Jul 29 12:15:51 GMT 2023","Sat Jul 29 12:15:53 GMT 2023","1858","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatIfCheckedFolderThenFilesInAlsoChecked","Проверить, что если выбран чекбокс директории, то файлы и папки внутри тоже выбраны [2] Office, [Public, Private, Classified, General]",""
"passed","Sat Jul 29 12:16:54 GMT 2023","Sat Jul 29 12:16:58 GMT 2023","4674","","practiceWithFiles.FileParsingTest","","practiceWithFiles.FileParsingTest","xlsFileTest","xlsFileTest()",""
"passed","Sat Jul 29 12:15:37 GMT 2023","Sat Jul 29 12:15:38 GMT 2023","1626","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","Проверить, что выбранное значение отображается в списке результатов [2] Angular",""
"passed","Sat Jul 29 12:15:32 GMT 2023","Sat Jul 29 12:15:35 GMT 2023","3269","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatIfCheckedAllFilesThenFolderAlsoChecked","Проверить, что если выбраны все файлы/папки внутри директории, то чекбокс директории также выбран [2] Office, [Public, Private, Classified, General]",""
"failed","Sat Jul 29 12:16:54 GMT 2023","Sat Jul 29 12:16:54 GMT 2023","1","","junit.miniJUnit.ParametrizedTest","","junit.miniJUnit.ParametrizedTest","intParametrizedTest","intParametrizedTest(int) [3] 3",""
"failed","Sat Jul 29 12:16:25 GMT 2023","Sat Jul 29 12:16:30 GMT 2023","4820","","junit.SimpleJUnitTest","","junit.SimpleJUnitTest","testThatGoogleGetCorrectSearchResult","testThatGoogleGetCorrectSearchResult(String) Проверить, что Google выдает результат поиска по значению поиска Google",""
"passed","Sat Jul 29 12:16:54 GMT 2023","Sat Jul 29 12:16:54 GMT 2023","3","","junit.miniJUnit.ParametrizedTest","","junit.miniJUnit.ParametrizedTest","stringParametrizedTest","stringParametrizedTest(String) [1] Allure",""
"passed","Sat Jul 29 12:16:07 GMT 2023","Sat Jul 29 12:16:08 GMT 2023","777","","github.DrugAndDrop","","github.DrugAndDrop","testThatDrugAndDropSuccess","testThatDrugAndDropSuccess()",""
"passed","Sat Jul 29 12:15:41 GMT 2023","Sat Jul 29 12:15:42 GMT 2023","1314","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","Проверить, что выбранное значение отображается в списке результатов [5] Private",""
"failed","Sat Jul 29 12:16:58 GMT 2023","Sat Jul 29 12:17:04 GMT 2023","5799","","practiceWithFiles.FileParsingTest","","practiceWithFiles.FileParsingTest","pdfFileTest","pdfFileTest()",""
"broken","Sat Jul 29 12:17:13 GMT 2023","Sat Jul 29 12:17:13 GMT 2023","2","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","pdfResourceFileTestWithFactory","pdfResourceFileTestWithFactory()",""
"failed","Sat Jul 29 12:16:54 GMT 2023","Sat Jul 29 12:16:54 GMT 2023","3","","junit.miniJUnit.ParametrizedTest","","junit.miniJUnit.ParametrizedTest","intParametrizedTest","intParametrizedTest(int) [5] 1",""
"passed","Sat Jul 29 12:16:54 GMT 2023","Sat Jul 29 12:16:54 GMT 2023","105","","practiceWithFiles.FileParsingTest","","practiceWithFiles.FileParsingTest","jsonFileTest","jsonFileTest()",""
"failed","Sat Jul 29 12:16:44 GMT 2023","Sat Jul 29 12:16:49 GMT 2023","4698","","junit.SimpleJUnitTest","","junit.SimpleJUnitTest","testThatGoogleGetCorrectSearchResult","testThatGoogleGetCorrectSearchResult(String, String) Проверить, что Google выдает корректный результат поиска https://www.java.com по значению поиска Java",""
