"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 29 11:58:29 GMT 2023","Sat Jul 29 11:58:30 GMT 2023","1952","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","Проверить, что выбранное значение отображается в списке результатов [7] General",""
"passed","Sat Jul 29 11:58:26 GMT 2023","Sat Jul 29 11:58:29 GMT 2023","2318","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","Проверить, что выбранное значение отображается в списке результатов [6] Classified",""
"passed","Sat Jul 29 11:58:19 GMT 2023","Sat Jul 29 11:58:21 GMT 2023","1959","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","Проверить, что выбранное значение отображается в списке результатов [2] Angular",""
"passed","Sat Jul 29 11:58:57 GMT 2023","Sat Jul 29 11:58:58 GMT 2023","864","","demoqa.TextBoxTest","","demoqa.TextBoxTest","testDinamicAllureAnnotation","Тест, демонстрирующий работу Allure без аннотаций","Данный тест не содержит шагов, только  Allure описание "
"passed","Sat Jul 29 12:00:18 GMT 2023","Sat Jul 29 12:00:18 GMT 2023","95","","practiceWithFiles.filesPracticeHomeWork.getJsonWithDifferentLibTest","","practiceWithFiles.filesPracticeHomeWork.getJsonWithDifferentLibTest","getJsonWithGson","getJsonWithGson()",""
"passed","Sat Jul 29 11:58:25 GMT 2023","Sat Jul 29 11:58:26 GMT 2023","1644","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","Проверить, что выбранное значение отображается в списке результатов [5] Private",""
"passed","Sat Jul 29 11:59:52 GMT 2023","Sat Jul 29 11:59:52 GMT 2023","1","","junit.miniJUnit.ParametrizedTest","","junit.miniJUnit.ParametrizedTest","intParametrizedTest","intParametrizedTest(int) [1] 6",""
"failed","Sat Jul 29 11:59:57 GMT 2023","Sat Jul 29 12:00:04 GMT 2023","6614","","practiceWithFiles.FileParsingTest","","practiceWithFiles.FileParsingTest","pdfFileTest","pdfFileTest()",""
"failed","Sat Jul 29 11:59:32 GMT 2023","Sat Jul 29 11:59:37 GMT 2023","5023","","junit.SimpleJUnitTest","","junit.SimpleJUnitTest","testThatGoogleGetCorrectSearchResult","testThatGoogleGetCorrectSearchResult(String, String) Проверить, что Google выдает корректный результат поиска https://docs.qameta.io по значению поиска Allure",""
"passed","Sat Jul 29 11:59:52 GMT 2023","Sat Jul 29 11:59:52 GMT 2023","5","","junit.miniJUnit.DemoTest","","junit.miniJUnit.DemoTest","firstTest","firstTest()",""
"passed","Sat Jul 29 11:59:52 GMT 2023","Sat Jul 29 11:59:52 GMT 2023","1","","junit.miniJUnit.ParametrizedTest","","junit.miniJUnit.ParametrizedTest","stringParametrizedTest","stringParametrizedTest(String) [1] Allure",""
"failed","Sat Jul 29 11:59:27 GMT 2023","Sat Jul 29 11:59:32 GMT 2023","4837","","junit.SimpleJUnitTest","","junit.SimpleJUnitTest","testThatGoogleGetCorrectSearchResult","testThatGoogleGetCorrectSearchResult(String) Проверить, что Google выдает результат поиска по значению поиска Habr",""
"passed","Sat Jul 29 11:58:17 GMT 2023","Sat Jul 29 11:58:19 GMT 2023","1776","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","Проверить, что выбранное значение отображается в списке результатов [1] React",""
"passed","Sat Jul 29 11:58:38 GMT 2023","Sat Jul 29 11:58:41 GMT 2023","2684","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatIfCheckedFolderThenFilesInAlsoChecked","Проверить, что если выбран чекбокс директории, то файлы и папки внутри тоже выбраны [2] Office, [Public, Private, Classified, General]",""
"broken","Sat Jul 29 11:59:52 GMT 2023","Sat Jul 29 11:59:52 GMT 2023","1","","practiceWithFiles.FileParsingTest","","practiceWithFiles.FileParsingTest","zipFileTest","zipFileTest()",""
"passed","Sat Jul 29 11:59:52 GMT 2023","Sat Jul 29 11:59:52 GMT 2023","25","","practiceWithFiles.FileParsingTest","","practiceWithFiles.FileParsingTest","csvFileTest","csvFileTest()",""
"passed","Sat Jul 29 12:00:18 GMT 2023","Sat Jul 29 12:00:18 GMT 2023","1","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","csvResourceFileTest","csvResourceFileTest()",""
"broken","Sat Jul 29 12:00:13 GMT 2023","Sat Jul 29 12:00:13 GMT 2023","2","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","testFilesFromZip","testFilesFromZip()",""
"broken","Sat Jul 29 12:00:13 GMT 2023","Sat Jul 29 12:00:13 GMT 2023","2","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","pdfResourceFileTestWithFactory","pdfResourceFileTestWithFactory()",""
