"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Aug 13 16:35:43 GMT 2023","Sun Aug 13 16:35:48 GMT 2023","4823","","junit.SimpleJUnitTest","","junit.SimpleJUnitTest","testThatGoogleGetCorrectSearchResult","testThatGoogleGetCorrectSearchResult(String) Проверить, что Google выдает результат поиска по значению поиска Google",""
"passed","Sun Aug 13 16:34:42 GMT 2023","Sun Aug 13 16:34:45 GMT 2023","3447","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatIfCheckedAllFilesThenFolderAlsoChecked","Проверить, что если выбраны все файлы/папки внутри директории, то чекбокс директории также выбран [2] Office, [Public, Private, Classified, General]",""
"passed","Sun Aug 13 16:36:13 GMT 2023","Sun Aug 13 16:36:13 GMT 2023","0","","junit.miniJUnit.ParametrizedTest","","junit.miniJUnit.ParametrizedTest","stringParametrizedTest","stringParametrizedTest(String) [4] Google",""
"passed","Sun Aug 13 16:34:50 GMT 2023","Sun Aug 13 16:34:52 GMT 2023","1773","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","Проверить, что выбранное значение отображается в списке результатов [4] Public",""
"passed","Sun Aug 13 16:35:35 GMT 2023","Sun Aug 13 16:35:37 GMT 2023","2064","","junit.SelenideTest","","junit.SelenideTest","selenideSiteShouldHaveAllButtonsGivenLocale","selenideSiteShouldHaveAllButtonsGivenLocale(Locale, List) Для локали EN, отображаются кнопки [Quick start, Docs, FAQ, Blog, Javadoc, Users, Quotes]",""
"broken","Sun Aug 13 16:36:34 GMT 2023","Sun Aug 13 16:36:34 GMT 2023","3","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","testFilesFromZip","testFilesFromZip()",""
"passed","Sun Aug 13 16:35:02 GMT 2023","Sun Aug 13 16:35:05 GMT 2023","2340","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatIfCheckedFolderThenFilesInAlsoChecked","Проверить, что если выбран чекбокс директории, то файлы и папки внутри тоже выбраны [1] WorkSpace, [React, Angular, Veu]",""
"passed","Sun Aug 13 16:35:24 GMT 2023","Sun Aug 13 16:35:25 GMT 2023","783","","github.DrugAndDrop","","github.DrugAndDrop","testThatDrugAndDropSuccess","testThatDrugAndDropSuccess()",""
"passed","Sun Aug 13 16:35:22 GMT 2023","Sun Aug 13 16:35:24 GMT 2023","2304","","demoqa.TextBoxTest","","demoqa.TextBoxTest","testThatTextBoxSubmitSuccess","Заполнение формы /text-box корректными данными",""
"passed","Sun Aug 13 16:34:45 GMT 2023","Sun Aug 13 16:34:47 GMT 2023","1959","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","Проверить, что выбранное значение отображается в списке результатов [1] React",""
"passed","Sun Aug 13 16:36:47 GMT 2023","Sun Aug 13 16:36:48 GMT 2023","411","","reqresin.UserTest","","reqresin.UserTest","testThatNoUserByNotExistenId","testThatNoUserByNotExistenId()",""
"passed","Sun Aug 13 16:36:13 GMT 2023","Sun Aug 13 16:36:13 GMT 2023","1","","junit.miniJUnit.ParametrizedTest","","junit.miniJUnit.ParametrizedTest","intParametrizedTest","intParametrizedTest(int) [2] 8",""
"failed","Sun Aug 13 16:36:26 GMT 2023","Sun Aug 13 16:36:32 GMT 2023","5689","","practiceWithFiles.SelenideFilesTest","","practiceWithFiles.SelenideFilesTest","testSelenideDownloadFilesTest","testSelenideDownloadFilesTest()",""
"passed","Sun Aug 13 16:36:24 GMT 2023","Sun Aug 13 16:36:26 GMT 2023","1582","","practiceWithFiles.SelenideFilesTest","","practiceWithFiles.SelenideFilesTest","testSelenideUploadFilesTest","testSelenideUploadFilesTest()",""
"failed","Sun Aug 13 16:36:18 GMT 2023","Sun Aug 13 16:36:24 GMT 2023","6452","","practiceWithFiles.FileParsingTest","","practiceWithFiles.FileParsingTest","pdfFileTest","pdfFileTest()",""
"passed","Sun Aug 13 16:36:47 GMT 2023","Sun Aug 13 16:36:47 GMT 2023","390","","reqresin.AuthorizationTest","","reqresin.AuthorizationTest","testThatSuccessLoginWithLombokModels","testThatSuccessLoginWithLombokModels()",""
"passed","Sun Aug 13 16:36:13 GMT 2023","Sun Aug 13 16:36:13 GMT 2023","1","","junit.miniJUnit.DemoTest","","junit.miniJUnit.DemoTest","firstTest","firstTest()",""
"failed","Sun Aug 13 16:35:26 GMT 2023","Sun Aug 13 16:35:32 GMT 2023","5815","","github.SelenideRepositorySearch","","github.SelenideRepositorySearch","testThatFinedSelenideRepositoryAtTheTop","testThatFinedSelenideRepositoryAtTheTop()",""
"passed","Sun Aug 13 16:35:00 GMT 2023","Sun Aug 13 16:35:02 GMT 2023","2065","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","Проверить, что выбранное значение отображается в списке результатов [9] Downloads",""
"passed","Sun Aug 13 16:35:37 GMT 2023","Sun Aug 13 16:35:38 GMT 2023","1028","","junit.SelenideTest","","junit.SelenideTest","selenideSiteShouldHaveAllButtonsGivenLocale","selenideSiteShouldHaveAllButtonsGivenLocale(Locale, List) Для локали RU, отображаются кнопки [С чего начать?, Док, ЧАВО, Блог, Javadoc, Пользователи, Отзывы]",""
"passed","Sun Aug 13 16:35:21 GMT 2023","Sun Aug 13 16:35:22 GMT 2023","826","","demoqa.TextBoxTest","","demoqa.TextBoxTest","testDinamicAllureAnnotation","Тест, демонстрирующий работу Allure без аннотаций","Данный тест не содержит шагов, только  Allure описание "
"passed","Sun Aug 13 16:36:34 GMT 2023","Sun Aug 13 16:36:37 GMT 2023","3672","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","pdfResourceFileTest","pdfResourceFileTest()",""
"passed","Sun Aug 13 16:35:07 GMT 2023","Sun Aug 13 16:35:09 GMT 2023","1650","","demoqa.ParametrizedLoginFormTest","","demoqa.ParametrizedLoginFormTest","testThatEmptyFieldIsAlarm","Проверить, что регистрация не осуществляется если не заполнен логин/пароль [1] null, correctPass",""
"passed","Sun Aug 13 16:36:13 GMT 2023","Sun Aug 13 16:36:13 GMT 2023","19","","practiceWithFiles.FileParsingTest","","practiceWithFiles.FileParsingTest","csvFileTest","csvFileTest()",""
