"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 21 12:47:19 GMT 2023","Fri Jul 21 12:47:23 GMT 2023","4227","","practiceWithFiles.FileParsingTest","","practiceWithFiles.FileParsingTest","xlsFileTest","xlsFileTest()",""
"passed","Fri Jul 21 12:47:19 GMT 2023","Fri Jul 21 12:47:19 GMT 2023","1","","junit.miniJUnit.ParametrizedTest","","junit.miniJUnit.ParametrizedTest","stringParametrizedTest","stringParametrizedTest(String) [2] Google",""
"passed","Fri Jul 21 12:47:38 GMT 2023","Fri Jul 21 12:47:38 GMT 2023","6","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","csvResourceFileTest","csvResourceFileTest()",""
"passed","Fri Jul 21 12:46:24 GMT 2023","Fri Jul 21 12:46:25 GMT 2023","953","","demoqa.ParametrizedLoginFormTest","","demoqa.ParametrizedLoginFormTest","testThatEmptyFieldIsAlarm","testThatEmptyFieldIsAlarm(String, String) [3] null, null",""
"passed","Fri Jul 21 12:46:07 GMT 2023","Fri Jul 21 12:46:08 GMT 2023","1074","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","testThatCheckedValueInSelectedResultList(String) [1] React",""
"passed","Fri Jul 21 12:47:38 GMT 2023","Fri Jul 21 12:47:38 GMT 2023","388","","practiceWithFiles.filesPracticeHomeWork.getJsonWithDifferentLibTest","","practiceWithFiles.filesPracticeHomeWork.getJsonWithDifferentLibTest","getJsonWithJackson","getJsonWithJackson()",""
"passed","Fri Jul 21 12:46:28 GMT 2023","Fri Jul 21 12:46:31 GMT 2023","3708","","demoqa.PracticeFormTest","","demoqa.PracticeFormTest","testThatPracticeFormSubmitSuccess","testThatPracticeFormSubmitSuccess()",""
"passed","Fri Jul 21 12:46:23 GMT 2023","Fri Jul 21 12:46:24 GMT 2023","1126","","demoqa.ParametrizedLoginFormTest","","demoqa.ParametrizedLoginFormTest","testThatEmptyFieldIsAlarm","testThatEmptyFieldIsAlarm(String, String) [2] correctUserName, null",""
"passed","Fri Jul 21 12:46:40 GMT 2023","Fri Jul 21 12:46:43 GMT 2023","2408","","github.SolutionPageOpenSuccess","","github.SolutionPageOpenSuccess","testThatSolutionPageOpenSuccess","testThatSolutionPageOpenSuccess()",""
"passed","Fri Jul 21 12:47:37 GMT 2023","Fri Jul 21 12:47:37 GMT 2023","35","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","xlsResourceFileTest","xlsResourceFileTest()",""
