"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 22 17:04:58 GMT 2023","Sat Jul 22 17:04:58 GMT 2023","1","","junit.FixtureAnnotationsTest","","junit.FixtureAnnotationsTest","secondJUnitTest","secondJUnitTest()",""
"passed","Sat Jul 22 17:05:44 GMT 2023","Sat Jul 22 17:05:45 GMT 2023","1169","","practiceWithFiles.SelenideFilesTest","","practiceWithFiles.SelenideFilesTest","testSelenideUploadFilesTest","testSelenideUploadFilesTest()",""
"passed","Sat Jul 22 17:04:41 GMT 2023","Sat Jul 22 17:04:42 GMT 2023","1625","","demoqa.ParametrizedLoginFormTest","","demoqa.ParametrizedLoginFormTest","testThatNotLoginIfIncorrectData","testThatNotLoginIfIncorrectData(String, String) [2] incorrectUserName, correctPass",""
"passed","Sat Jul 22 17:04:26 GMT 2023","Sat Jul 22 17:04:27 GMT 2023","1196","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","testThatCheckedValueInSelectedResultList(String) [7] General",""
"passed","Sat Jul 22 17:04:19 GMT 2023","Sat Jul 22 17:04:20 GMT 2023","1177","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","testThatCheckedValueInSelectedResultList(String) [1] React",""
"passed","Sat Jul 22 17:04:20 GMT 2023","Sat Jul 22 17:04:21 GMT 2023","1147","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","testThatCheckedValueInSelectedResultList(String) [2] Angular",""
"passed","Sat Jul 22 17:04:31 GMT 2023","Sat Jul 22 17:04:33 GMT 2023","1784","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatIfCheckedFolderThenFilesInAlsoChecked","testThatIfCheckedFolderThenFilesInAlsoChecked(String, List) [1] WorkSpace, [React, Angular, Veu]",""
"passed","Sat Jul 22 17:04:24 GMT 2023","Sat Jul 22 17:04:25 GMT 2023","1066","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","testThatCheckedValueInSelectedResultList(String) [5] Private",""
"passed","Sat Jul 22 17:04:25 GMT 2023","Sat Jul 22 17:04:26 GMT 2023","1292","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","testThatCheckedValueInSelectedResultList(String) [6] Classified",""
"passed","Sat Jul 22 17:04:48 GMT 2023","Sat Jul 22 17:04:50 GMT 2023","1423","","github.SelenideContributerHover","","github.SelenideContributerHover","testThatContributerCardOpenWhenHover","testThatContributerCardOpenWhenHover()",""
"failed","Sat Jul 22 17:05:20 GMT 2023","Sat Jul 22 17:05:25 GMT 2023","5038","","junit.SimpleJUnitTest","","junit.SimpleJUnitTest","testThatGoogleGetCorrectSearchResult","testThatGoogleGetCorrectSearchResult(String, String) Проверить, что Google выдает корректный результат поиска https://habr.com по значению поиска Habr",""
"passed","Sat Jul 22 17:05:54 GMT 2023","Sat Jul 22 17:05:54 GMT 2023","34","","practiceWithFiles.filesPracticeHomeWork.getJsonWithDifferentLibTest","","practiceWithFiles.filesPracticeHomeWork.getJsonWithDifferentLibTest","getJsonWithGson","getJsonWithGson()",""
"passed","Sat Jul 22 17:04:39 GMT 2023","Sat Jul 22 17:04:41 GMT 2023","1934","","demoqa.ParametrizedLoginFormTest","","demoqa.ParametrizedLoginFormTest","testThatNotLoginIfIncorrectData","testThatNotLoginIfIncorrectData(String, String) [1] correctUserName, incorrectPass",""
"failed","Sat Jul 22 17:05:30 GMT 2023","Sat Jul 22 17:05:35 GMT 2023","4850","","junit.SimpleJUnitTest","","junit.SimpleJUnitTest","testThatGoogleGetCorrectSearchResult","testThatGoogleGetCorrectSearchResult(String, String) Проверить, что Google выдает корректный результат поиска https://junit.org по значению поиска JUnit",""
"passed","Sat Jul 22 17:04:46 GMT 2023","Sat Jul 22 17:04:46 GMT 2023","9","","demoqa.TextBoxTest","","demoqa.TextBoxTest","testDinamicAllureAnnotation","Тест, демонстрирующий работу Allure без аннотаций","Данный тест не содержит шагов, только  Allure описание "
"passed","Sat Jul 22 17:04:30 GMT 2023","Sat Jul 22 17:04:31 GMT 2023","1381","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","testThatCheckedValueInSelectedResultList(String) [9] Downloads",""
"passed","Sat Jul 22 17:04:16 GMT 2023","Sat Jul 22 17:04:19 GMT 2023","3144","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatIfCheckedAllFilesThenFolderAlsoChecked","testThatIfCheckedAllFilesThenFolderAlsoChecked(String, List) [2] Office, [Public, Private, Classified, General]",""
"passed","Sat Jul 22 17:05:35 GMT 2023","Sat Jul 22 17:05:35 GMT 2023","1","","junit.miniJUnit.ParametrizedTest","","junit.miniJUnit.ParametrizedTest","intParametrizedTest","intParametrizedTest(int) [2] 8",""
"failed","Sat Jul 22 17:05:15 GMT 2023","Sat Jul 22 17:05:20 GMT 2023","4899","","junit.SimpleJUnitTest","","junit.SimpleJUnitTest","testThatGoogleGetCorrectSearchResult","testThatGoogleGetCorrectSearchResult(String, String) Проверить, что Google выдает корректный результат поиска https://docs.qameta.io по значению поиска Allure",""
"failed","Sat Jul 22 17:05:35 GMT 2023","Sat Jul 22 17:05:35 GMT 2023","13","","junit.miniJUnit.DemoTest","","junit.miniJUnit.DemoTest","secondTest","secondTest()",""
"passed","Sat Jul 22 17:04:58 GMT 2023","Sat Jul 22 17:04:58 GMT 2023","3","","junit.FixtureAnnotationsTest","","junit.FixtureAnnotationsTest","firstJUnitTest","firstJUnitTest()",""
"failed","Sat Jul 22 17:05:35 GMT 2023","Sat Jul 22 17:05:35 GMT 2023","1","","junit.miniJUnit.ParametrizedTest","","junit.miniJUnit.ParametrizedTest","intParametrizedTest","intParametrizedTest(int) [3] 3",""
"failed","Sat Jul 22 17:05:35 GMT 2023","Sat Jul 22 17:05:35 GMT 2023","1","","junit.miniJUnit.ParametrizedTest","","junit.miniJUnit.ParametrizedTest","stringParametrizedTest","stringParametrizedTest(String) [3] Habr",""
"passed","Sat Jul 22 17:05:53 GMT 2023","Sat Jul 22 17:05:53 GMT 2023","18","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","xlsResourceFileTest","xlsResourceFileTest()",""
"passed","Sat Jul 22 17:05:39 GMT 2023","Sat Jul 22 17:05:44 GMT 2023","5354","","practiceWithFiles.FileParsingTest","","practiceWithFiles.FileParsingTest","pdfFileTest","pdfFileTest()",""
"passed","Sat Jul 22 17:04:58 GMT 2023","Sat Jul 22 17:04:59 GMT 2023","1351","","junit.SelenideTest","","junit.SelenideTest","selenideSiteShouldHaveAllButtonsGivenLocale","selenideSiteShouldHaveAllButtonsGivenLocale(Locale, List) Для локали EN, отображаются кнопки [Quick start, Docs, FAQ, Blog, Javadoc, Users, Quotes]",""
"passed","Sat Jul 22 17:05:35 GMT 2023","Sat Jul 22 17:05:35 GMT 2023","1","","junit.miniJUnit.DemoTest","","junit.miniJUnit.DemoTest","thirdTest","thirdTest()",""
"passed","Sat Jul 22 17:04:42 GMT 2023","Sat Jul 22 17:04:46 GMT 2023","3897","","demoqa.PracticeFormTest","","demoqa.PracticeFormTest","testThatPracticeFormSubmitSuccess","testThatPracticeFormSubmitSuccess()",""
"passed","Sat Jul 22 17:05:00 GMT 2023","Sat Jul 22 17:05:00 GMT 2023","3","","junit.SimpleJUnitTest","","junit.SimpleJUnitTest","simpleTest","Демонстрационный тест",""
"passed","Sat Jul 22 17:04:09 GMT 2023","Sat Jul 22 17:04:16 GMT 2023","6362","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatIfCheckedAllFilesThenFolderAlsoChecked","testThatIfCheckedAllFilesThenFolderAlsoChecked(String, List) [1] WorkSpace, [React, Angular, Veu]",""
"passed","Sat Jul 22 17:05:35 GMT 2023","Sat Jul 22 17:05:35 GMT 2023","0","","junit.miniJUnit.ParametrizedTest","","junit.miniJUnit.ParametrizedTest","stringParametrizedTest","stringParametrizedTest(String) [4] Google",""
"passed","Sat Jul 22 17:05:35 GMT 2023","Sat Jul 22 17:05:35 GMT 2023","24","","practiceWithFiles.FileParsingTest","","practiceWithFiles.FileParsingTest","csvFileTest","csvFileTest()",""
"passed","Sat Jul 22 17:05:54 GMT 2023","Sat Jul 22 17:05:54 GMT 2023","1","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","csvResourceFileTest","csvResourceFileTest()",""
"passed","Sat Jul 22 17:04:37 GMT 2023","Sat Jul 22 17:04:39 GMT 2023","1275","","demoqa.ParametrizedLoginFormTest","","demoqa.ParametrizedLoginFormTest","testThatEmptyFieldIsAlarm","testThatEmptyFieldIsAlarm(String, String) [3] null, null",""
"passed","Sat Jul 22 17:05:35 GMT 2023","Sat Jul 22 17:05:35 GMT 2023","1","","junit.miniJUnit.DemoTest","","junit.miniJUnit.DemoTest","firstTest","firstTest()",""
"passed","Sat Jul 22 17:05:54 GMT 2023","Sat Jul 22 17:05:55 GMT 2023","531","","practiceWithFiles.filesPracticeHomeWork.getJsonWithDifferentLibTest","","practiceWithFiles.filesPracticeHomeWork.getJsonWithDifferentLibTest","getJsonWithJackson","getJsonWithJackson()",""
"passed","Sat Jul 22 17:05:35 GMT 2023","Sat Jul 22 17:05:35 GMT 2023","0","","junit.miniJUnit.ParametrizedTest","","junit.miniJUnit.ParametrizedTest","stringParametrizedTest","stringParametrizedTest(String) [1] Allure",""
"passed","Sat Jul 22 17:05:35 GMT 2023","Sat Jul 22 17:05:35 GMT 2023","0","","junit.miniJUnit.ParametrizedTest","","junit.miniJUnit.ParametrizedTest","intParametrizedTest","intParametrizedTest(int) [1] 6",""
"failed","Sat Jul 22 17:05:45 GMT 2023","Sat Jul 22 17:05:51 GMT 2023","5524","","practiceWithFiles.SelenideFilesTest","","practiceWithFiles.SelenideFilesTest","testSelenideDownloadFilesTest","testSelenideDownloadFilesTest()",""
"broken","Sat Jul 22 17:05:53 GMT 2023","Sat Jul 22 17:05:53 GMT 2023","1","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","pdfResourceFileTestWithFactory","pdfResourceFileTestWithFactory()",""
"passed","Sat Jul 22 17:04:46 GMT 2023","Sat Jul 22 17:04:48 GMT 2023","1696","","demoqa.TextBoxTest","","demoqa.TextBoxTest","testThatTextBoxSubmitSuccess","Заполнение формы /text-box корректными данными",""
"passed","Sat Jul 22 17:04:21 GMT 2023","Sat Jul 22 17:04:23 GMT 2023","1350","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","testThatCheckedValueInSelectedResultList(String) [3] Veu",""
"failed","Sat Jul 22 17:05:35 GMT 2023","Sat Jul 22 17:05:35 GMT 2023","1","","junit.miniJUnit.ParametrizedTest","","junit.miniJUnit.ParametrizedTest","intParametrizedTest","intParametrizedTest(int) [5] 1",""
"broken","Sat Jul 22 17:05:35 GMT 2023","Sat Jul 22 17:05:35 GMT 2023","2","","practiceWithFiles.FileParsingTest","","practiceWithFiles.FileParsingTest","zipFileTest","zipFileTest()",""
"passed","Sat Jul 22 17:05:35 GMT 2023","Sat Jul 22 17:05:39 GMT 2023","4038","","practiceWithFiles.FileParsingTest","","practiceWithFiles.FileParsingTest","xlsFileTest","xlsFileTest()",""
"passed","Sat Jul 22 17:05:35 GMT 2023","Sat Jul 22 17:05:35 GMT 2023","1","","junit.miniJUnit.ParametrizedTest","","junit.miniJUnit.ParametrizedTest","intParametrizedTest","intParametrizedTest(int) [4] 7",""
"failed","Sat Jul 22 17:05:00 GMT 2023","Sat Jul 22 17:05:05 GMT 2023","4940","","junit.SimpleJUnitTest","","junit.SimpleJUnitTest","testThatGoogleGetCorrectSearchResult","testThatGoogleGetCorrectSearchResult(String) Проверить, что Google выдает результат поиска по значению поиска Allure",""
"passed","Sat Jul 22 17:05:51 GMT 2023","Sat Jul 22 17:05:53 GMT 2023","1646","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","xlsDownloadedFileTest","xlsDownloadedFileTest()",""
"passed","Sat Jul 22 17:04:23 GMT 2023","Sat Jul 22 17:04:24 GMT 2023","1293","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","testThatCheckedValueInSelectedResultList(String) [4] Public",""
"failed","Sat Jul 22 17:05:10 GMT 2023","Sat Jul 22 17:05:15 GMT 2023","4851","","junit.SimpleJUnitTest","","junit.SimpleJUnitTest","testThatGoogleGetCorrectSearchResult","testThatGoogleGetCorrectSearchResult(String) Проверить, что Google выдает результат поиска по значению поиска Habr",""
"passed","Sat Jul 22 17:04:27 GMT 2023","Sat Jul 22 17:04:30 GMT 2023","2600","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","testThatCheckedValueInSelectedResultList(String) [8] Home",""
"passed","Sat Jul 22 17:05:35 GMT 2023","Sat Jul 22 17:05:35 GMT 2023","92","","practiceWithFiles.FileParsingTest","","practiceWithFiles.FileParsingTest","jsonFileTest","jsonFileTest()",""
"failed","Sat Jul 22 17:05:35 GMT 2023","Sat Jul 22 17:05:35 GMT 2023","1","","junit.miniJUnit.ParametrizedTest","","junit.miniJUnit.ParametrizedTest","intParametrizedTest","intParametrizedTest(int) [6] 2",""
"passed","Sat Jul 22 17:05:35 GMT 2023","Sat Jul 22 17:05:35 GMT 2023","11","","practiceWithFiles.FileParsingTest","","practiceWithFiles.FileParsingTest","jsonFileImprovedTest","jsonFileImprovedTest()",""
