"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 12 17:09:37 GMT 2023","Sat Aug 12 17:09:41 GMT 2023","3699","","demoqa.PracticeFormTest","","demoqa.PracticeFormTest","testThatPracticeFormSubmitSuccess","Заполнение формы automation-practice-form корректными данными",""
"passed","Sat Aug 12 17:09:29 GMT 2023","Sat Aug 12 17:09:30 GMT 2023","1534","","demoqa.ParametrizedLoginFormTest","","demoqa.ParametrizedLoginFormTest","testThatEmptyFieldIsAlarm","Проверить, что регистрация не осуществляется если не заполнен логин/пароль [1] null, correctPass",""
"passed","Sat Aug 12 17:08:59 GMT 2023","Sat Aug 12 17:09:06 GMT 2023","7223","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatIfCheckedAllFilesThenFolderAlsoChecked","Проверить, что если выбраны все файлы/папки внутри директории, то чекбокс директории также выбран [1] WorkSpace, [React, Angular, Veu]",""
"failed","Sat Aug 12 17:10:17 GMT 2023","Sat Aug 12 17:10:22 GMT 2023","4896","","junit.SimpleJUnitTest","","junit.SimpleJUnitTest","testThatGoogleGetCorrectSearchResult","testThatGoogleGetCorrectSearchResult(String, String) Проверить, что Google выдает корректный результат поиска https://habr.com по значению поиска Habr",""
"failed","Sat Aug 12 17:10:31 GMT 2023","Sat Aug 12 17:10:31 GMT 2023","1","","junit.miniJUnit.ParametrizedTest","","junit.miniJUnit.ParametrizedTest","intParametrizedTest","intParametrizedTest(int) [6] 2",""
"passed","Sat Aug 12 17:09:57 GMT 2023","Sat Aug 12 17:09:57 GMT 2023","0","","junit.SimpleJUnitTest","","junit.SimpleJUnitTest","simpleTest","Демонстрационный тест",""
"passed","Sat Aug 12 17:10:55 GMT 2023","Sat Aug 12 17:10:55 GMT 2023","30","","practiceWithFiles.filesPracticeHomeWork.getJsonWithDifferentLibTest","","practiceWithFiles.filesPracticeHomeWork.getJsonWithDifferentLibTest","getJsonWithGson","getJsonWithGson()",""
"broken","Sat Aug 12 17:10:52 GMT 2023","Sat Aug 12 17:10:52 GMT 2023","3","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","pdfResourceFileTestWithFactory","pdfResourceFileTestWithFactory()",""
"passed","Sat Aug 12 17:10:52 GMT 2023","Sat Aug 12 17:10:55 GMT 2023","3095","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","","practiceWithFiles.filesPracticeHomeWork.getFilesTest","pdfResourceFileTest","pdfResourceFileTest()",""
"passed","Sat Aug 12 17:09:33 GMT 2023","Sat Aug 12 17:09:35 GMT 2023","2067","","demoqa.ParametrizedLoginFormTest","","demoqa.ParametrizedLoginFormTest","testThatNotLoginIfIncorrectData","Проверить, что регистрация не осуществляется с некорректным логином / паролем [1] correctUserName, incorrectPass",""
