"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Aug 04 09:41:16 GMT 2023","Fri Aug 04 09:41:20 GMT 2023","4803","","junit.SimpleJUnitTest","","junit.SimpleJUnitTest","testThatGoogleGetCorrectSearchResult","testThatGoogleGetCorrectSearchResult(String, String) Проверить, что Google выдает корректный результат поиска https://junit.org по значению поиска JUnit",""
"failed","Fri Aug 04 09:40:11 GMT 2023","Fri Aug 04 09:40:12 GMT 2023","1428","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatCheckedValueInSelectedResultList","Проверить, что выбранное значение отображается в списке результатов [9] Downloads",""
"failed","Fri Aug 04 09:40:56 GMT 2023","Fri Aug 04 09:41:01 GMT 2023","4807","","junit.SimpleJUnitTest","","junit.SimpleJUnitTest","testThatGoogleGetCorrectSearchResult","testThatGoogleGetCorrectSearchResult(String) Проверить, что Google выдает результат поиска по значению поиска Habr",""
"passed","Fri Aug 04 09:41:21 GMT 2023","Fri Aug 04 09:41:21 GMT 2023","26","","practiceWithFiles.FileParsingTest","","practiceWithFiles.FileParsingTest","jsonFileImprovedTest","jsonFileImprovedTest()",""
"broken","Fri Aug 04 09:41:21 GMT 2023","Fri Aug 04 09:41:21 GMT 2023","1","","practiceWithFiles.FileParsingTest","","practiceWithFiles.FileParsingTest","zipFileTest","zipFileTest()",""
"passed","Fri Aug 04 09:40:20 GMT 2023","Fri Aug 04 09:40:22 GMT 2023","1951","","demoqa.ParametrizedLoginFormTest","","demoqa.ParametrizedLoginFormTest","testThatNotLoginIfIncorrectData","Проверить, что регистрация не осуществляется с некорректным логином / паролем [1] correctUserName, incorrectPass",""
"passed","Fri Aug 04 09:39:49 GMT 2023","Fri Aug 04 09:39:56 GMT 2023","6256","","demoqa.CheckBoxesTest","","demoqa.CheckBoxesTest","testThatIfCheckedAllFilesThenFolderAlsoChecked","Проверить, что если выбраны все файлы/папки внутри директории, то чекбокс директории также выбран [1] WorkSpace, [React, Angular, Veu]",""
"passed","Fri Aug 04 09:41:20 GMT 2023","Fri Aug 04 09:41:20 GMT 2023","1","","junit.miniJUnit.ParametrizedTest","","junit.miniJUnit.ParametrizedTest","intParametrizedTest","intParametrizedTest(int) [4] 7",""
"failed","Fri Aug 04 09:41:06 GMT 2023","Fri Aug 04 09:41:11 GMT 2023","4752","","junit.SimpleJUnitTest","","junit.SimpleJUnitTest","testThatGoogleGetCorrectSearchResult","testThatGoogleGetCorrectSearchResult(String, String) Проверить, что Google выдает корректный результат поиска https://habr.com по значению поиска Habr",""
"passed","Fri Aug 04 09:40:16 GMT 2023","Fri Aug 04 09:40:17 GMT 2023","1214","","demoqa.ParametrizedLoginFormTest","","demoqa.ParametrizedLoginFormTest","testThatEmptyFieldIsAlarm","Проверить, что регистрация не осуществляется если не заполнен логин/пароль [1] null, correctPass",""
